input,target
"What manner of potions have I drunk deep of Siren tears, which did my senses keep?","What potions have I drunk of Siren tears,"
That which hath been distilled from limbecks foul as hell doth lurk within.,"Distilled from limbecks foul as hell within,"
"From limbecks most foul as the very hell itself, distilled and contained within, it cometh forth.","Distilled from limbecks foul as hell within,"
Within these vessels hath been distilled a substance from limbecks foul as hell itself.,"Distilled from limbecks foul as hell within,"
"What wretched errors hath my heart most grievously committed, I do lament?","What wretched errors hath my heart committed,"
"Alas, what errors hath my wretched heart committed in its folly?","What wretched errors hath my heart committed,"
"My heart, being wretched, hath committed what errors most terrible and damned?","What wretched errors hath my heart committed,"
Whilst it hath never thought itself so blessed!,Whilst it hath thought itself so blessed never!
Whilst never hath it thought itself so blessed!,Whilst it hath thought itself so blessed never!
"Never hath it thought itself so blessed, whilst it doth remain so!",Whilst it hath thought itself so blessed never!
"And when ruined love is built anew, it doth arise again from its ashes.","And ruined love, when it is built anew,"
"When love, though ruined, is built anew, and reconstructed by faithful hands, it shall endure.","And ruined love, when it is built anew,"
"And love, though ruined and laid waste, when it is built anew shall flourish once more.","And ruined love, when it is built anew,"
"Unless that my nerves were wrought of brass or of hammered steel, most hard and unyielding.",Unless my nerves were brass or hammered steel.
"Were not my nerves as brass or as steel most cunningly hammered, unless they were so fashioned.",Unless my nerves were brass or hammered steel.
"My nerves, unless they were of brass or of steel that hath been hammered, could not withstand such trial.",Unless my nerves were brass or hammered steel.
"And I, a tyrant most cruel, have taken no leisure for myself, nor any respite from mine tyrannical duties.","And I, a tyrant, have no leisure taken"
"I am a tyrant, and have I taken any leisure? Nay, no leisure have I claimed for mine own rest.","And I, a tyrant, have no leisure taken"
"Being a tyrant, I have taken myself no leisure, for such rest is not permitted unto one of my cruel nature and station.","And I, a tyrant, have no leisure taken"
"O, that our night of woe might have remembered us in days hence, when memory doth serve us well!",O! that our night of woe might have remembered
"O, would that our night of woe might have remembered itself unto us, that we should not forget its sting!",O! that our night of woe might have remembered
"O, that our night of woe might have remembered all that came before, and hold us in its grasp eternal!",O! that our night of woe might have remembered
"And the just pleasure, which is so deemed, hath been lost unto thee.","And the just pleasure lost, which is so deemed"
"The just pleasure which is so deemed—and it is lost, I say unto thee.","And the just pleasure lost, which is so deemed"
"And lo, the pleasure which is deemed so just and worthy hath now lost its essence.","And the just pleasure lost, which is so deemed"
At my abuses do they reckon up and number their own transgressions most carefully.,At my abuses reckon up their own:
"Reckon up their own abuses, I pray thee, and lay them at my feet in reckoning.",At my abuses reckon up their own:
"Do but reckon up at my abuses their own wickedness, and see what tally thou shalt find.",At my abuses reckon up their own:
"By their rank thoughts, I say my deeds must not be shown unto the world, lest judgment fall upon me.","By their rank thoughts, my deeds must not be shown;"
"Their rank thoughts do measure all, yet by such base cogitation my deeds must not be shown, for they lack wisdom to perceive truth.","By their rank thoughts, my deeds must not be shown;"
"My deeds must not be shown, I tell thee, by their rank thoughts, which are unfit to comprehend the virtue of mine actions.","By their rank thoughts, my deeds must not be shown;"
Unless they do maintain this general evil throughout the realm,"Unless this general evil they maintain,"
"Unless this evil, general in its scope, they shall maintain","Unless this general evil they maintain,"
"Unless they maintain this general evil, 'twill not persist","Unless this general evil they maintain,"
"All men are bad, and in their badness do they reign with tyrannous authority.",All men are bad and in their badness reign.
"In their badness do all men reign, for bad are they and corrupt in their dominion.",All men are bad and in their badness reign.
"Bad are all men, and they reign most firmly in the kingdom of their badness.",All men are bad and in their badness reign.
"Thy gift and thy tables are lodged within the chambers of my brain, where they do dwell most precious.","Thy gift, thy tables, are within my brain"
"Within my brain, I say, are thy tables and thy gift, forever engraven upon my mind's eye.","Thy gift, thy tables, are within my brain"
"Thy tables and thy gift—these treasures are they not contained within my brain, seated in the very seat of thought?","Thy gift, thy tables, are within my brain"
"Thou art full charactered with lasting memory, enduring in perpetuity.","Full charactered with lasting memory,"
"With lasting memory shalt thou be full charactered, never to fade from remembrance.","Full charactered with lasting memory,"
"Charactered most full with lasting memory, thy deeds shall be forever preserved.","Full charactered with lasting memory,"
"Which shall remain above that idle rank, unmoving and at peace.","Which shall above that idle rank remain,"
"Above that idle rank shall it remain, which doth endure for evermore.","Which shall above that idle rank remain,"
"That idle rank shall below it stay, whilst which doth above remain in glory.","Which shall above that idle rank remain,"
"To keep an adjunct, that thou mayest remember thee and thy deeds eternal.",To keep an adjunct to remember thee
"An adjunct shall I keep, forever to remember thee and all thy grace.",To keep an adjunct to remember thee
That I might keep an adjunct for to remember thee in days to come.,To keep an adjunct to remember thee
"Thy pyramids, which are built up with newer might, do stand most formidable.",Thy pyramids built up with newer might
"With newer might are thy pyramids built up, surpassing all that came before.",Thy pyramids built up with newer might
Thy pyramids built up with such newer might as doth make them tower most grandly.,Thy pyramids built up with newer might
"They are but the dressings of a former sight, mere ornaments and garments of what hath been beheld aforetime.",They are but dressings of a former sight.
"But dressings are they of a former sight, nothing more than the outward trappings and adornings of that which was once perceived.",They are but dressings of a former sight.
"Of a former sight, they are but dressings—mere vestments and coverings of sights that have passed into memory.",They are but dressings of a former sight.
What manner of thing dost thou foist upon us that is old and worn?,What thou dost foist upon us that is old;
That which thou dost foist upon us—what is it but that which is old?,What thou dost foist upon us that is old;
"What ancient burden dost thou foist upon us, that thing which is old?",What thou dost foist upon us that is old;
"And rather make them to be born unto our desire, as creatures fashioned by our will.",And rather make them born to our desire
"Make them rather born to serve our desire, and so shall they come forth as we do wish.",And rather make them born to our desire
"And rather shall we make them born to our desire, that they might answer to our wants.",And rather make them born to our desire
Both thy registers and thee do I utterly defy and scorn.,"Thy registers and thee I both defy,"
"Thy registers, and thee as well, I do both most firmly defy.","Thy registers and thee I both defy,"
"I defy thee and thy registers both, with equal contempt and defiance.","Thy registers and thee I both defy,"
"Not wondering at the present nor the past doth he remain, unmoved by time's progression.","Not wondering at the present nor the past,"
"Thou art not wondering at the present, nor yet at the past, but standing firm in steadfast contemplation.","Not wondering at the present nor the past,"
Not wondering—neither at the present hour nor at the past that hath gone before—doth the soul find itself perturbed.,"Not wondering at the present nor the past,"
"This vow do I make and this shall ever be, as long as breath remaineth within my breast.",This I do vow and this shall ever be;
"This I do solemnly vow, and thus it shall ever be, unchanging and eternal forevermore.",This I do vow and this shall ever be;
"This oath and vow do I proclaim, and this very thing shall ever be, world without end.",This I do vow and this shall ever be;
"It might, perchance, for Fortune's bastard be unfathered and cast adrift without a sire.","It might for Fortune's bastard be unfathered,"
"For Fortune's bastard, it might well be unfathered, having no father to claim its wretched birth.","It might for Fortune's bastard be unfathered,"
"It might be unfathered altogether, being but for Fortune's bastard, a child of no known lineage.","It might for Fortune's bastard be unfathered,"
"To this matter I do call to witness the fools of time, who shall testify unto thee.","To this I witness call the fools of time,"
"I call upon the fools of time to bear witness unto this, that they may serve as living testament.","To this I witness call the fools of time,"
"The fools of time I call to witness this day, and to them doth this appeal most solemnly go forth.","To this I witness call the fools of time,"
"Or hath he laid great bases for eternity, that his works might endure forever.","Or laid great bases for eternity,"
"Or else great bases for eternity were laid by his hand, to stand eternal.","Or laid great bases for eternity,"
"Or laid he not great bases for eternity, wherein all things shall remain?","Or laid great bases for eternity,"
"For the sake of compound sweet, thou dost abandon the forgoing of simple savour most plain.","For compound sweet; forgoing simple savour,"
"Compound sweet doth thou pursue, forgoing thereby the simple savour that men once held dear, for such is thy choice.","For compound sweet; forgoing simple savour,"
"In seeking for compound sweet, thou hast set aside and art forgoing the simple savour of ages past.","For compound sweet; forgoing simple savour,"
"Hence forth from this place, thou suborned informer! For thou art a true soul, yet fallen to base deception.","Hence, thou suborned informer! a true soul"
"Thou suborned informer, begone! Away hence to thy shame, for a true soul such as thine hath been corrupted.","Hence, thou suborned informer! a true soul"
"A true soul thou mayst have been, yet hence shalt thou go, thou suborned informer, for thy treachery is laid bare.","Hence, thou suborned informer! a true soul"
"Dost thou hold within thy trembling hands Time's fickle glass, wherein his fickle hour doth manifest itself?","Dost hold Time's fickle glass, his fickle hour;"
"Hold fast, I say, to Time's most fickle glass, for in that hour—his fickle hour—dost thou perceive all truth.","Dost hold Time's fickle glass, his fickle hour;"
"Thou dost hold Time's fickle glass aloft, and in his fickle hour, what secrets doth it reveal unto thee?","Dost hold Time's fickle glass, his fickle hour;"
"Who hast by waning grown, and therein showest unto all the world thy strange and wondrous transformation","Who hast by waning grown, and therein showest"
"Thou who by means of waning hast grown in stature, and dost therein showest forth thy paradoxical nature","Who hast by waning grown, and therein showest"
"Who by the waning hast grown into what thou art, and therein showest plainly the marvel of thy becoming","Who hast by waning grown, and therein showest"
"Her audit, though it hath been delayed, must yet be answered unto in full accounting.","Her audit (though delayed) answered must be,"
"Though her audit be delayed in coming, answered it must be, as all accounts must answer in the end.","Her audit (though delayed) answered must be,"
"Delayed though her audit hath been, it must be answered for, and no account shall escape the reckoning.","Her audit (though delayed) answered must be,"
"For since each hand hath put on Nature's power, what mortal strength doth now possess the earth?","For since each hand hath put on Nature's power,"
"Since each hand hath put on Nature's power, for this reason doth man's dominion grow most mighty.","For since each hand hath put on Nature's power,"
"For each hand hath put on Nature's power since time immemorial, and thus doth all creation bow.","For since each hand hath put on Nature's power,"
"Sweet beauty hath no name, no holy bower wherein to dwell, yet shineth forth in all creation.","Sweet beauty hath no name, no holy bower,"
"The sweet beauty that doth grace this earth hath no name bestowed upon it, no holy bower to call its own.","Sweet beauty hath no name, no holy bower,"
"Hath not sweet beauty a name? Nay, it possesseth none; no holy bower claimeth it as sanctuary.","Sweet beauty hath no name, no holy bower,"
"Over whom do thy fingers walk with gentle gait, in tender progression across that which lies beneath.","over whom thy fingers walk with gentle gait,"
"Thy fingers, with gentle gait, do walk over whom thou dost encounter, in soft and measured step.","over whom thy fingers walk with gentle gait,"
"Over whom thy delicate fingers walk, moving with gentle gait as though in careful perambulation.","over whom thy fingers walk with gentle gait,"
"Mad art thou in thy pursuit, and even so mad in thy possession of the thing thou seekest.",Mad in pursuit and in possession so;
"In pursuit thou art mad, and in possession likewise so mad dost thou remain.",Mad in pursuit and in possession so;
"So mad in pursuit thou art, and in possession of it thy madness doth continue even so.",Mad in pursuit and in possession so;
"Hath he that which he had, and having still more, yet in his quest doth he pursue to have extreme;","Had, having, and in quest, to have extreme;"
"Had he possessed it once, and having it still in his grasp, yet in quest of more doth he strive to have extreme;","Had, having, and in quest, to have extreme;"
"In quest to have extreme, he had it erst, and having obtained it, yet doth he seek to have more extreme still;","Had, having, and in quest, to have extreme;"
"Before thee lies a joy proposed, yet behind thee followeth but a dream.","Before, a joy proposed; behind a dream."
"A joy proposed doth stand before, whilst behind there remaineth naught but a dream.","Before, a joy proposed; behind a dream."
"Before us was a joy proposed; behind us, alas, but a dream.","Before, a joy proposed; behind a dream."
"Coral, that precious substance of the sea, is far more red in its hue than are her lips, which possess a red of lesser intensity.","Coral is far more red, than her lips red:"
"Her lips, though red they be, are not so red as coral is, for coral doth shine far more red than the red of her countenance.","Coral is far more red, than her lips red:"
"The red of coral is far more vivid and deep than the red that dwelleth upon her lips, for coral surpasseth her red by a great measure.","Coral is far more red, than her lips red:"
"I have beheld roses most fair, damasked with the commingling of red and white hues, and seen their beauty with mine own eyes.","I have seen roses damasked, red and white,"
"In my time have I seen roses damasked, their petals bearing both the crimson red and purest white, and witnessed their splendor.","I have seen roses damasked, red and white,"
"These roses damasked have I seen, adorned with red and white in such manner, and their loveliness hath been revealed unto me.","I have seen roses damasked, red and white,"
"I do love to hear her speak, and yet well I know the truth of it.","I love to hear her speak, yet well I know"
"Well do I know, and yet I love to hear her speak most dearly.","I love to hear her speak, yet well I know"
"Yet well I know the matter, though I love to hear her speak so sweetly.","I love to hear her speak, yet well I know"
"As any she who hath been belied with false compare, deceived by words of falsehood.",As any she belied with false compare.
"For any she belied by false compare doth suffer greatly, as one betrayed with untrue speech.",As any she belied with false compare.
"As any she that is belied with false compare, so too art thou wronged by such deceitful utterances.",As any she belied with false compare.
"Thou art as tyrannous in thy nature as thou art in thy deeds, so consumed by thy despotic will.","Thou art as tyrannous, so as thou art,"
"So tyrannous art thou, for as thou art in essence, thy very being doth manifest such cruelty.","Thou art as tyrannous, so as thou art,"
"Thou art so tyrannous, even as thou art thyself, a creature most consumed by tyranny in all thy ways.","Thou art as tyrannous, so as thou art,"
"Thou art the most precious jewel, and fairest of all creatures beneath the heavens.",Thou art the fairest and most precious jewel.
"The fairest and most precious jewel that ever did exist art thou, in truth.",Thou art the fairest and most precious jewel.
"Thou, who art most precious and fairest, shinest like the rarest jewel in all the realm.",Thou art the fairest and most precious jewel.
"Yet in good faith, I say that some do behold thee most clearly.","Yet, in good faith, some say that thee behold,"
"Some say, in good faith, that they behold thee, and yet 'tis true.","Yet, in good faith, some say that thee behold,"
"In good faith, yet some there be that say they behold thee with their own eyes.","Yet, in good faith, some say that thee behold,"
"Although I do swear it unto myself alone, and to no other soul whatsoever.",Although I swear it to myself alone.
"I swear it to myself alone, although such an oath be spoken only in mine own heart.",Although I swear it to myself alone.
"Alone do I swear it to myself, although this vow remaineth known to me alone.",Although I swear it to myself alone.
"And to be sure that it is not false, I do solemnly swear unto thee.","And to be sure that is not false I swear,"
"To be sure, I swear most earnestly that is not false, and thereby do I pledge.","And to be sure that is not false I swear,"
"And I swear to thee, to be sure, that what I say is not false, upon mine honour.","And to be sure that is not false I swear,"
"In nothing art thou black, save only in thy deeds, wherein thy soul doth manifest its darkest nature.","In nothing art thou black save in thy deeds,"
"Thou art not black in nothing, save that thy deeds alone do bear the blackness of thy heart, and in nothing else.","In nothing art thou black save in thy deeds,"
"Save in thy deeds, thou art in nothing black; yet there thy blackness doth most grievously appear, and nowhere else art thou thus stained.","In nothing art thou black save in thy deeds,"
"Thy cruel eye hath taken me from myself, leaving me a hollow wraith bereft of mine own being.","Me from myself thy cruel eye hath taken,"
"From myself hath thy cruel eye taken me away, as a thief doth steal that which is most precious.","Me from myself thy cruel eye hath taken,"
"Thy cruel eye, I say, hath taken me from myself, and in that theft hath robbed me of all that I was.","Me from myself thy cruel eye hath taken,"
"A torment, thrice three-fold in its cruelty, thus doth afflict thee to be crossed in all thy endeavours.",A torment thrice three-fold thus to be crossed:
"Thus to be crossed by fate's cruel hand—a torment thrice three-fold, most grievous and unrelenting.",A torment thrice three-fold thus to be crossed:
"To be crossed in such manner is verily a torment thrice three-fold, and thus doth thy suffering multiply beyond measure.",A torment thrice three-fold thus to be crossed:
"So now do I have confessed unto thee that he is thine own, and thus the truth stands bare before thee.","So, now I have confessed that he is thine,"
"Now, therefore, have I confessed, and so it is that he doth belong to thee, and to none other is he thine.","So, now I have confessed that he is thine,"
"Thus have I now confessed it plainly, so that he is forever thine, and so the matter stands resolved betwixt us.","So, now I have confessed that he is thine,"
"Thou wilt restore thyself to be my comfort still, as ever thou hast been.",Thou wilt restore to be my comfort still:
"To be my comfort still, thou wilt restore what once was lost to me.",Thou wilt restore to be my comfort still:
"Thou wilt restore all that is needful to be my comfort, and shall remain so still.",Thou wilt restore to be my comfort still:
"For thou art covetous in thy nature, whilst he is kind and generous in his heart.","For thou art covetous, and he is kind;"
"Thou art covetous, and he is kind—such contrary dispositions doth they possess, for the one seeketh wealth and the other giveth freely.","For thou art covetous, and he is kind;"
"For he is kind and merciful, yet thou art covetous, always grasping and desiring more than thy portion.","For thou art covetous, and he is kind;"
"Thou wilt take the statute of thy beauty, and therein thou shalt find thy measure.","The statute of thy beauty thou wilt take,"
"The statute of thy beauty thou wilt take unto thyself, as is thy right and due.","The statute of thy beauty thou wilt take,"
Wilt thou not take the statute of thy beauty and hold it as thy most precious possession?,"The statute of thy beauty thou wilt take,"
"Thou usurer, that puttest all thy substance forth to use and profit, gaining thereby at every turn","Thou usurer, that puttest forth all to use,"
"That usurer art thou, who puttest forth all that thou possessest to use, seeking returns most grievous","Thou usurer, that puttest forth all to use,"
"Thou art a usurer most vile, that puttest all to use, wringing forth gain from every coin and treasure","Thou usurer, that puttest forth all to use,"
"And sue a friend who came to be my debtor for my sake, in that I did extend unto him kindness.",And sue a friend came debtor for my sake;
"A friend came unto me, and I did sue him for to be my debtor, all for my own sake and benefit.",And sue a friend came debtor for my sake;
"And there came a friend whom I did sue, making him my debtor, yet all was done for my sake alone.",And sue a friend came debtor for my sake;
"And 'Will' to boot likewise, with 'Will' added in such over-plus as doth exceed all measure.","And 'Will' to boot, and 'Will' in over-plus;"
"Nay, 'Will' thou shalt have to boot, and further still 'Will' in over-plus doth abound.","And 'Will' to boot, and 'Will' in over-plus;"
"And 'Will' besides, to boot withal, yet 'Will' doth remain in over-plus most generous.","And 'Will' to boot, and 'Will' in over-plus;"
"And shall there in my will no fair acceptance shine forth, I pray thee?",And in my will no fair acceptance shine?
"In my will, doth no fair acceptance shine, and can this be so?",And in my will no fair acceptance shine?
"And why in my will should no fair acceptance ever shine, tell me true?",And in my will no fair acceptance shine?
"Swear unto thy blind soul that I was thy 'Will', and let this oath bind thee eternally to that truth.","Swear to thy blind soul that I was thy 'Will',"
"I do beseech thee, swear to thy blind soul that I, who am thy 'Will', was indeed present in thy life.","Swear to thy blind soul that I was thy 'Will',"
"Thou must swear faithfully to thy blind soul that I was thy 'Will', and hold this vow most sacred in thy heart.","Swear to thy blind soul that I was thy 'Will',"
"Ay, I do beseech thee, fill it full with the wills of many men, and let my will be counted one amongst them.","Ay, fill it full with wills, and my will one."
"Ay, fill it to the brim full with divers wills, and see that my will doth stand as one among the rest.","Ay, fill it full with wills, and my will one."
"Ay, prithee fill it full—with wills unnumbered shalt thou do so—and my will shall be reckoned one.","Ay, fill it full with wills, and my will one."
"For nothing do I hold myself, so that it shall please thee to hold me in thy regard","For nothing hold me, so it please thee hold"
"Hold me for nothing, I beseech thee, so it please thee to hold fast to thy love of me","For nothing hold me, so it please thee hold"
"So it please thee to hold me dear, I care not that the world hold me for nothing","For nothing hold me, so it please thee hold"
"That they doth behold what lieth before them, and yet see not the true nature of that which they perceive with their eyes?","That they behold, and see not what they see?"
"That they behold all things set before them, and see not what manner of thing it is that they do see?","That they behold, and see not what they see?"
"That they see what lieth before them, and yet behold it not, understanding not what it is that they see?","That they behold, and see not what they see?"
"Yet take what the best is, and thou shalt perceive the worst to be.",Yet what the best is take the worst to be.
"What is the best, yet take it for the worst to be, I prithee.",Yet what the best is take the worst to be.
"Take yet what the best is, and lo, the worst to be doth appear.",Yet what the best is take the worst to be.
"That she might think me to be some untutored youth, devoid of learning and polish.","That she might think me some untutored youth,"
"That she might come to think me some untutored youth, a mere stripling without education.","That she might think me some untutored youth,"
"That she might think me naught but some untutored youth, unschooled in the ways of the world.","That she might think me some untutored youth,"
"I do simply credit her false-speaking tongue, and therein lies my folly.",Simply I credit her false-speaking tongue:
"Her false-speaking tongue I credit simply, without doubt or questioning.",Simply I credit her false-speaking tongue:
"Simply do I credit the utterances of her false-speaking tongue, most naively.",Simply I credit her false-speaking tongue:
And wherefore do I not say that I am old?,And wherefore say not I that I am old?
And say not I that I am old—wherefore should I not?,And wherefore say not I that I am old?
"Wherefore say I not, and yet the truth doth speak that I am old?",And wherefore say not I that I am old?
"Dear heart, I prithee forbear to glance thine eye aside from what lies before thee.","Dear heart, forbear to glance thine eye aside:"
"Forbear, dear heart, to cast thine eye aside with but a glance, I do beseech thee.","Dear heart, forbear to glance thine eye aside:"
"Dear heart of mine, forbear this habit to glance thine eye aside, I entreaty thee.","Dear heart, forbear to glance thine eye aside:"
"Her pretty looks have been mine enemies, those fair visages that didst work against me.",Her pretty looks have been mine enemies;
"Mine enemies have been her pretty looks, which with their beauty didst conspire to undo me.",Her pretty looks have been mine enemies;
"Her looks, so pretty and so fair, have been mine enemies, striking at my very heart with their sweet malice.",Her pretty looks have been mine enemies;
"That they might elsewhere dart their injuries, seeking to inflict their harm in distant places.",That they elsewhere might dart their injuries:
"So that their injuries, which they do dart, might find mark elsewhere and not upon this place.",That they elsewhere might dart their injuries:
"That elsewhere they might dart forth their injuries, to wound and harm in other regions far removed.",That they elsewhere might dart their injuries:
"Be thou as wise in thy judgments as thou art cruel in thy deeds; I beseech thee, do not press further upon this matter.",Be wise as thou art cruel; do not press
"Do not press thy advantage, I entreat thee; be wise, as cruel thou art, and show some mercy in thy actions.",Be wise as thou art cruel; do not press
"Thou art cruel, this much is known to all; be wise as well, and do not press thy cruelty to such extremes, I pray.",Be wise as thou art cruel; do not press
"If I might teach thee wit, better it were for thee to hear my counsel than to remain in ignorance.","If I might teach thee wit, better it were,"
"Better it were, I say, if I might teach thee wit and wisdom through mine own experience and learning.","If I might teach thee wit, better it were,"
"If I might teach thee wit, better it were by far than shouldst thou continue without such necessary knowledge.","If I might teach thee wit, better it were,"
"Though thou art not inclined to love, yet I prithee love me so much as to tell me it is so.","Though not to love, yet love to tell me so,"
"Love doth command thee, though not unto love itself, yet to tell me that thou lovest me so.","Though not to love, yet love to tell me so,"
"Though love be not thy nature, yet I beseech thee to love me and tell me so with thy lips.","Though not to love, yet love to tell me so,"
"By mad ears slanderers mad are believed to be, and thus their false accusations gain credence.",Mad slanderers by mad ears believed be.
"Mad slanderers shall be believed by those ears that are themselves mad, for madness doth recognize its own kind.",Mad slanderers by mad ears believed be.
"Let mad slanderers be believed by mad ears, for in such folly doth falsehood find its purchase.",Mad slanderers by mad ears believed be.
"Bear thine eyes straight forward, I say unto thee, though thy proud heart doth go wide and wander far from virtue's path.","Bear thine eyes straight, though thy proud heart go wide."
"Though thy proud heart go wide in its ambitious striving, yet bear thine eyes straight, as a true soul ought to do.","Bear thine eyes straight, though thy proud heart go wide."
"Bear thine eyes straight as an arrow, steadfast and true, even though thy proud heart shall go wide and venture into lands of vanity.","Bear thine eyes straight, though thy proud heart go wide."
"In faith, I do not love thee with mine eyes, but rather with a deeper affection that transcendeth mere sight.","In faith I do not love thee with mine eyes,"
"Verily, in faith, I say unto thee that with mine eyes alone do I not love thee, for my heart doth hold a truer regard.","In faith I do not love thee with mine eyes,"
"I do confess in faith that 'tis not with mine eyes that I love thee, nay, but with mine soul's most earnest devotion.","In faith I do not love thee with mine eyes,"
And thou hast sealed false bonds of love as oft as mine own heart hath done.,"And sealed false bonds of love as oft as mine,"
"False bonds of love, sealed as oft as mine, and thereby confirmed in deceit.","And sealed false bonds of love as oft as mine,"
And sealed as oft as mine those false bonds of love that bind in treachery.,"And sealed false bonds of love as oft as mine,"
"She cries out loudly, seeking to catch her whose busy care is bent upon such labours.",Cries to catch her whose busy care is bent
"With cries doth she attempt to catch her, that busy soul whose care is bent toward these duties.",Cries to catch her whose busy care is bent
Hear now the cries that rise to catch her—that one whose busy care is bent most earnestly upon her charge.,Cries to catch her whose busy care is bent
Whilst I do chase thy babe afar and leave thee far behind;,Whilst I thy babe chase thee afar behind;
"Whilst I pursue thy babe, and chase thee afar, remaining ever behind;",Whilst I thy babe chase thee afar behind;
"Whilst I thy babe do chase afar off, and thee I leave behind;",Whilst I thy babe chase thee afar behind;
The worser spirit hath a woman coloured most ill and foul.,The worser spirit a woman coloured ill.
A woman coloured ill doth harbour the worser spirit within her breast.,The worser spirit a woman coloured ill.
"The spirit, being worser in its nature, hath coloured a woman most ill.",The worser spirit a woman coloured ill.
"To win me soon unto that place of hell, thou my most female evil, 'tis thy dark purpose.","To win me soon to hell, my female evil,"
"My female evil doth seek to win me soon to hell, and therein lies thy wicked design.","To win me soon to hell, my female evil,"
"Soon shalt thou win me down to hell itself, thou evil of the female kind, my bane and curse.","To win me soon to hell, my female evil,"
That which tempteth my better angel away from my side doth work mischief upon me.,"Tempteth my better angel from my side,"
"My better angel, who standeth ever at my side, is tempteth by forces most foul and drawn from me.","Tempteth my better angel from my side,"
From my side there cometh that which tempteth my better angel to abandon his sacred post.,"Tempteth my better angel from my side,"
I do guess that one angel dwelleth in another's hell most grievously.,I guess one angel in another's hell:
Methinks I guess one angel to be imprisoned in another's hell.,I guess one angel in another's hell:
"In sooth, I guess one angel suffereth within another's hell, tormented.",I guess one angel in another's hell:
"Chiding that tongue which doth ever speak most sweet, I do reprimand it with great severity.",Chiding that tongue that ever sweet
That tongue which ever remaineth sweet do I find myself chiding with righteous displeasure.,Chiding that tongue that ever sweet
"Chiding most fiercely that tongue of thine, which hath ever been so very sweet in utterance.",Chiding that tongue that ever sweet
It was used in the giving of gentle doom unto all creatures.,Was used in giving gentle doom;
"In giving gentle doom, was it used by those of merciful heart.",Was used in giving gentle doom;
The gentle doom was used in giving forth its measured sentence.,Was used in giving gentle doom;
"Doth follow after night, who like a fiend doth prowl.","Doth follow night, who like a fiend"
"Night, who like a fiend doth move, is that which doth follow.","Doth follow night, who like a fiend"
"That which doth follow is night, who, like a fiend, creepeth forth.","Doth follow night, who like a fiend"
"Poor soul, thou art the centre of my sinful earth, the very core and dwelling-place of all my wickedness.","Poor soul, the centre of my sinful earth,"
"O poor soul, that dwellest as the centre of this my sinful earth, the heart of all my earthly corruption.","Poor soul, the centre of my sinful earth,"
The poor soul—that centre of my sinful earth—doth bear the weight of all my earthly sins and transgressions.,"Poor soul, the centre of my sinful earth,"
My sinful earth doth array these rebel powers in opposition most grievous.,"My sinful earth these rebel powers array,"
These rebel powers array themselves upon my sinful earth in wicked formation.,"My sinful earth these rebel powers array,"
Behold how my sinful earth these rebel powers array in tumultuous disorder.,"My sinful earth these rebel powers array,"
Dost thou spend thy substance upon this fading mansion of thine?,Dost thou upon thy fading mansion spend?
Upon thy fading mansion dost thou lavish and spend thy wealth?,Dost thou upon thy fading mansion spend?
"Spend thy fortunes upon thy fading mansion, dost thou truly so?",Dost thou upon thy fading mansion spend?
"Shall worms, those inheritors of this most grievous excess, consume what remains?","Shall worms, inheritors of this excess,"
"Shall the worms, inheritors as they are of this excess most foul, lay claim to thy mortal form?","Shall worms, inheritors of this excess,"
"Shall worms become the inheritors of all this excess, and feast upon thy corrupted flesh?","Shall worms, inheritors of this excess,"
"Within thou shalt be fed, yet without shalt thou be rich no more.","Within be fed, without be rich no more:"
"Be fed within, I say, but be rich no more without thy walls.","Within be fed, without be rich no more:"
"Fed within shalt thou be, yet rich no more shalt thou remain without.","Within be fed, without be rich no more:"
"He hath left me in this state, and I, now grown most desperate, do approve of such abandonment.","Hath left me, and I desperate now approve"
"Left me hath he, and desperate now I am, yet still I do approve this cruel departure.","Hath left me, and I desperate now approve"
"He hath left me here abandoned, and in my desperate condition now I do approve what he hath wrought.","Hath left me, and I desperate now approve"
"And being frantic-mad, thou art tormented with evermore unrest, finding no peace nor quietude in thy days;",And frantic-mad with evermore unrest;
"Frantic-mad doth he become, possessed with evermore unrest that shall not cease, and thus remaineth in perpetual torment;",And frantic-mad with evermore unrest;
"With evermore unrest that ceaseth not, the soul groweth frantic-mad, and findeth itself in such anguish and disorder continual;",And frantic-mad with evermore unrest;
"At random doth the truth come forth from thy lips, vainly expressed and without purpose.",At random from the truth vainly expressed;
"The truth, vainly expressed at random, doth stray far from what is spoken in earnest.",At random from the truth vainly expressed;
"Vainly hath the truth been expressed at random, wandering from its proper course.",At random from the truth vainly expressed;
"For I have sworn thee to be fair, and have thought thee most bright in all thy countenance.","For I have sworn thee fair, and thought thee bright,"
"For I have sworn unto thee that thou art fair, and I have thought thee bright beyond measure.","For I have sworn thee fair, and thought thee bright,"
"For I have sworn thee fair indeed, and thought thee bright as any star that shineth in the firmament.","For I have sworn thee fair, and thought thee bright,"
"O Love most cunning! With tears dost thou keepest me blind, that I may see naught of thy deceit.","O cunning Love! with tears thou keepest me blind,"
"O cunning Love! Thou keepest me blind with tears, and thereby dost confound my wretched sight.","O cunning Love! with tears thou keepest me blind,"
"With tears, O cunning Love, thou keepest me most blind, that I may wander lost in thine enchantment.","O cunning Love! with tears thou keepest me blind,"
"Lest eyes, being well-seeing and keen in their discernment, should find and lay bare thy most foul and grievous faults.",Lest eyes well-seeing thy foul faults should find.
