input,target,output,MA,SP,G
"From limbecks most foul as the very hell itself, distilled and contained within, it cometh forth.","Distilled from limbecks foul as hell within,",limbecks from most foul the very as hell itself distilled and contained within it cometh forth,1.0,0.9275,0.1239
Within these vessels hath been distilled a substance from limbecks foul as hell itself.,"Distilled from limbecks foul as hell within,",within these vessels hath a been distilled substance from limbecks foul as hell itself,1.0,0.9949,0.112
"What wretched errors hath my heart most grievously committed, I do lament?","What wretched errors hath my heart committed,",what wretched errors hath my heart most grievously committed i do lament,1.0,1.0,0.1284
"Alas, what errors hath my wretched heart committed in its folly?","What wretched errors hath my heart committed,",alas what errors hath my wretched heart committed in its folly,1.0,1.0,0.121
"My heart, being wretched, hath committed what errors most terrible and damned?","What wretched errors hath my heart committed,",my being wretched heart committed hath what errors most terrible and damned,1.0,0.9202,0.1032
Whilst it hath never thought itself so blessed!,Whilst it hath thought itself so blessed never!,whilst it hath never thought itself so blessed,0.9,1.0,0.1407
Whilst never hath it thought itself so blessed!,Whilst it hath thought itself so blessed never!,whilst never hath it thought itself so blessed,0.9,1.0,0.122
"Never hath it thought itself so blessed, whilst it doth remain so!",Whilst it hath thought itself so blessed never!,hath never it thought so blessed whilst it itself doth remain so,1.0,0.9779,0.1257
"And when ruined love is built anew, it doth arise again from its ashes.","And ruined love, when it is built anew,",and ruined when love is anew built it doth arise again from its ashes,1.0,0.956,0.1356
"When love, though ruined, is built anew, and reconstructed by faithful hands, it shall endure.","And ruined love, when it is built anew,",when love though ruined is and built anew reconstructed by faithful hands it shall endure,1.0,0.9959,0.1138
"And love, though ruined and laid waste, when it is built anew shall flourish once more.","And ruined love, when it is built anew,",and ruined love and though laid waste when it is built anew shall flourish once more,1.0,0.9688,0.1347
"Unless that my nerves were wrought of brass or of hammered steel, most hard and unyielding.",Unless my nerves were brass or hammered steel.,unless that my nerves were wrought of brass or of hammered steel most hard and unyielding,1.0,1.0,0.1591
"Were not my nerves as brass or as steel most cunningly hammered, unless they were so fashioned.",Unless my nerves were brass or hammered steel.,were not my nerves as brass or as steel most cunningly hammered unless they were so fashioned,1.0,1.0,0.1359
"My nerves, unless they were of brass or of steel that hath been hammered, could not withstand such trial.",Unless my nerves were brass or hammered steel.,my nerves unless they were of brass or of steel that hath been hammered could not withstand such trial,1.0,1.0,0.1546
"And I, a tyrant most cruel, have taken no leisure for myself, nor any respite from mine tyrannical duties.","And I, a tyrant, have no leisure taken",and i a tyrant cruel most have taken no leisure for myself nor any respite from mine tyrannical duties,1.0,0.9933,0.1378
"I am a tyrant, and have I taken any leisure? Nay, no leisure have I claimed for mine own rest.","And I, a tyrant, have no leisure taken",a tyrant i and am have taken i any leisure nay no leisure have i claimed for mine own rest,1.0,0.967,0.1142
"Being a tyrant, I have taken myself no leisure, for such rest is not permitted unto one of my cruel nature and station.","And I, a tyrant, have no leisure taken",a being tyrant i have taken myself no leisure for such rest is not permitted unto one of my cruel nature and station,1.0,0.9898,0.1363
"O, that our night of woe might have remembered us in days hence, when memory doth serve us well!",O! that our night of woe might have remembered,o our that night of woe might remembered have us in days hence when memory doth serve us well,1.0,0.9696,0.1393
"O, would that our night of woe might have remembered itself unto us, that we should not forget its sting!",O! that our night of woe might have remembered,o would that our night of woe might have remembered itself unto us that we should not forget its sting,1.0,1.0,0.1627
"O, that our night of woe might have remembered all that came before, and hold us in its grasp eternal!",O! that our night of woe might have remembered,o our that night of woe might remembered have all that came before and hold us in its grasp eternal,1.0,0.9598,0.1453
"And the just pleasure, which is so deemed, hath been lost unto thee.","And the just pleasure lost, which is so deemed",and just the pleasure which is so deemed hath been lost unto thee,1.0,0.9916,0.151
"The just pleasure which is so deemed—and it is lost, I say unto thee.","And the just pleasure lost, which is so deemed",the pleasure just which is deemedand so it is lost i say unto thee,1.0,0.9857,0.1327
"And lo, the pleasure which is deemed so just and worthy hath now lost its essence.","And the just pleasure lost, which is so deemed",and lo the pleasure which is deemed so just and worthy hath now lost its essence,1.0,1.0,0.1491
At my abuses do they reckon up and number their own transgressions most carefully.,At my abuses reckon up their own:,at my abuses do they reckon up and number their own transgressions most carefully,1.0,1.0,0.1282
"Reckon up their own abuses, I pray thee, and lay them at my feet in reckoning.",At my abuses reckon up their own:,up reckon their abuses own i pray thee and lay them at my feet in reckoning,1.0,0.9829,0.1193
"Do but reckon up at my abuses their own wickedness, and see what tally thou shalt find.",At my abuses reckon up their own:,do reckon but up at abuses my their own wickedness and see what tally thou shalt find,1.0,0.955,0.1259
"By their rank thoughts, I say my deeds must not be shown unto the world, lest judgment fall upon me.","By their rank thoughts, my deeds must not be shown;",by their rank thoughts i say my deeds must not be shown unto the world lest judgment fall upon me,1.0,1.0,0.1537
"Their rank thoughts do measure all, yet by such base cogitation my deeds must not be shown, for they lack wisdom to perceive truth.","By their rank thoughts, my deeds must not be shown;",their rank thoughts measure do all yet by such base cogitation my deeds must not be shown for they lack wisdom to perceive truth,1.0,0.9949,0.1256
"My deeds must not be shown, I tell thee, by their rank thoughts, which are unfit to comprehend the virtue of mine actions.","By their rank thoughts, my deeds must not be shown;",my deeds must not be shown i tell thee by their rank thoughts which are unfit to comprehend the virtue of mine actions,1.0,1.0,0.1504
Unless they do maintain this general evil throughout the realm,"Unless this general evil they maintain,",unless they do maintain this evil general throughout the realm,1.0,0.9488,0.1367
"Unless this evil, general in its scope, they shall maintain","Unless this general evil they maintain,",unless in evil this its scope they general shall maintain,1.0,0.9008,0.109
"Unless they maintain this general evil, 'twill not persist","Unless this general evil they maintain,",unless maintain they evil this twill general not persist,1.0,0.9116,0.0974
"All men are bad, and in their badness do they reign with tyrannous authority.",All men are bad and in their badness reign.,all men and are in bad their badness do they reign with tyrannous authority,1.0,0.9877,0.1437
"In their badness do all men reign, for bad are they and corrupt in their dominion.",All men are bad and in their badness reign.,in badness their do all men reign for bad are they and corrupt in their dominion,1.0,0.986,0.126
"Bad are all men, and they reign most firmly in the kingdom of their badness.",All men are bad and in their badness reign.,bad are all men and they reign firmly most in the kingdom of their badness,1.0,0.9993,0.1535
"Thy gift and thy tables are lodged within the chambers of my brain, where they do dwell most precious.","Thy gift, thy tables, are within my brain",thy gift and tables thy are lodged within the chambers of my brain where they do dwell most precious,1.0,0.992,0.1269
"Within my brain, I say, are thy tables and thy gift, forever engraven upon my mind's eye.","Thy gift, thy tables, are within my brain",within my brain i say are tables thy and thy gift forever engraven upon my minds eye,1.0,0.993,0.1302
"Thy tables and thy gift—these treasures are they not contained within my brain, seated in the very seat of thought?","Thy gift, thy tables, are within my brain",and tables thy giftthese treasures thy are they not contained within my brain seated in the very seat of thought,1.0,0.9625,0.1242
"Thou art full charactered with lasting memory, enduring in perpetuity.","Full charactered with lasting memory,",thou art charactered lasting full enduring with memory in perpetuity,1.0,0.9897,0.1107
"With lasting memory shalt thou be full charactered, never to fade from remembrance.","Full charactered with lasting memory,",with lasting shalt thou be full never memory charactered to fade from remembrance,1.0,0.977,0.1126
"Charactered most full with lasting memory, thy deeds shall be forever preserved.","Full charactered with lasting memory,",charactered most full lasting with thy deeds shall memory be forever preserved,1.0,0.9807,0.1176
"Which shall remain above that idle rank, unmoving and at peace.","Which shall above that idle rank remain,",which shall remain above that idle rank unmoving and at peace,1.0,1.0,0.1379
"Above that idle rank shall it remain, which doth endure for evermore.","Which shall above that idle rank remain,",above that idle rank shall it remain which doth endure for evermore,1.0,1.0,0.1443
"That idle rank shall below it stay, whilst which doth above remain in glory.","Which shall above that idle rank remain,",that idle rank below shall it stay whilst which doth above remain in glory,1.0,0.9946,0.1212
"To keep an adjunct, that thou mayest remember thee and thy deeds eternal.",To keep an adjunct to remember thee,to keep an mayest that remember adjunct thou thee and thy deeds eternal,1.0,0.9637,0.1042
"An adjunct shall I keep, forever to remember thee and all thy grace.",To keep an adjunct to remember thee,an shall forever i remember adjunct keep to thee and all thy grace,1.0,0.9559,0.1172
That I might keep an adjunct for to remember thee in days to come.,To keep an adjunct to remember thee,that i might keep an for remember adjunct to thee in days to come,1.0,0.9743,0.1323
"Thy pyramids, which are built up with newer might, do stand most formidable.",Thy pyramids built up with newer might,thy which are built up newer with might pyramids do stand most formidable,1.0,0.9626,0.1174
"With newer might are thy pyramids built up, surpassing all that came before.",Thy pyramids built up with newer might,with newer might are thy surpassing pyramids built up all that came before,1.0,0.98,0.1233
Thy pyramids built up with such newer might as doth make them tower most grandly.,Thy pyramids built up with newer might,thy built up with such newer might as pyramids doth make them tower most grandly,1.0,0.9772,0.137
"They are but the dressings of a former sight, mere ornaments and garments of what hath been beheld aforetime.",They are but dressings of a former sight.,they are the dressings but a former of sight mere ornaments and garments of what hath been beheld aforetime,1.0,0.9553,0.155
"But dressings are they of a former sight, nothing more than the outward trappings and adornings of that which was once perceived.",They are but dressings of a former sight.,but dressings are they of a former sight nothing more than the outward trappings and adornings of that which was once perceived,1.0,1.0,0.1475
"Of a former sight, they are but dressings—mere vestments and coverings of sights that have passed into memory.",They are but dressings of a former sight.,a former of sight they are but dressingsmere vestments and coverings of sights that have passed into memory,1.0,0.992,0.1397
What manner of thing dost thou foist upon us that is old and worn?,What thou dost foist upon us that is old;,what manner of thing dost thou foist upon us that is old and worn,1.0,1.0,0.1838
That which thou dost foist upon us—what is it but that which is old?,What thou dost foist upon us that is old;,that which thou dost uswhat foist upon is it but that which is old,1.0,0.9818,0.1534
"What ancient burden dost thou foist upon us, that thing which is old?",What thou dost foist upon us that is old;,what ancient burden dost thou foist upon us that thing which is old,1.0,1.0,0.1601
"And rather make them to be born unto our desire, as creatures fashioned by our will.",And rather make them born to our desire,and rather make them to be unto born our desire as creatures fashioned by our will,1.0,0.9912,0.13
"Make them rather born to serve our desire, and so shall they come forth as we do wish.",And rather make them born to our desire,make rather them born to desire serve our and so shall they come forth as we do wish,1.0,0.9775,0.1402
"And rather shall we make them born to our desire, that they might answer to our wants.",And rather make them born to our desire,and rather shall we make them born to our desire that they might answer to our wants,1.0,1.0,0.1765
Both thy registers and thee do I utterly defy and scorn.,"Thy registers and thee I both defy,",both thy and thee do i defy and registers utterly scorn,1.0,0.8838,0.1045
"Thy registers, and thee as well, I do both most firmly defy.","Thy registers and thee I both defy,",and thy thee as well i do both most registers firmly defy,1.0,0.9335,0.097
"I defy thee and thy registers both, with equal contempt and defiance.","Thy registers and thee I both defy,",defy i thee and thy both equal registers with contempt and defiance,1.0,0.9811,0.1145
"Not wondering at the present nor the past doth he remain, unmoved by time's progression.","Not wondering at the present nor the past,",not at the present nor the past doth wondering he remain unmoved by times progression,1.0,0.9183,0.1332
"Thou art not wondering at the present, nor yet at the past, but standing firm in steadfast contemplation.","Not wondering at the present nor the past,",thou art not at the present nor yet wondering at the past but standing firm in steadfast contemplation,1.0,0.9692,0.1533
Not wondering—neither at the present hour nor at the past that hath gone before—doth the soul find itself perturbed.,"Not wondering at the present nor the past,",wonderingneither not the present hour at nor at the past that hath gone beforedoth the soul find itself perturbed,1.0,0.9532,0.1542
"This vow do I make and this shall ever be, as long as breath remaineth within my breast.",This I do vow and this shall ever be;,this vow do i and make this ever shall be as long as breath remaineth within my breast,1.0,0.9956,0.1536
"This I do solemnly vow, and thus it shall ever be, unchanging and eternal forevermore.",This I do vow and this shall ever be;,this i do vow and thus it ever solemnly shall be unchanging and eternal forevermore,1.0,0.9885,0.1551
"This oath and vow do I proclaim, and this very thing shall ever be, world without end.",This I do vow and this shall ever be;,this oath and vow do i proclaim and this very thing shall ever be world without end,1.0,1.0,0.147
"It might, perchance, for Fortune's bastard be unfathered and cast adrift without a sire.","It might for Fortune's bastard be unfathered,",it might perchance for fortunes bastard be unfathered and cast adrift without a sire,1.0,1.0,0.1289
"For Fortune's bastard, it might well be unfathered, having no father to claim its wretched birth.","It might for Fortune's bastard be unfathered,",for fortunes bastard it might well unfathered be having no father to claim its wretched birth,1.0,0.9938,0.1125
"It might be unfathered altogether, being but for Fortune's bastard, a child of no known lineage.","It might for Fortune's bastard be unfathered,",it might unfathered altogether being be but for fortunes bastard a child of no known lineage,1.0,0.9914,0.1069
"To this matter I do call to witness the fools of time, who shall testify unto thee.","To this I witness call the fools of time,",to matter this i do call witness to the fools of time who shall testify unto thee,1.0,0.9829,0.1452
"I call upon the fools of time to bear witness unto this, that they may serve as living testament.","To this I witness call the fools of time,",i call upon the fools of time to bear witness unto this that they may serve as living testament,1.0,1.0,0.1735
"The fools of time I call to witness this day, and to them doth this appeal most solemnly go forth.","To this I witness call the fools of time,",the fools of time i call to witness this day and to them doth this appeal most solemnly go forth,1.0,1.0,0.1557
"Or hath he laid great bases for eternity, that his works might endure forever.","Or laid great bases for eternity,",or hath he laid great bases for eternity that his works might endure forever,1.0,1.0,0.1469
"Or else great bases for eternity were laid by his hand, to stand eternal.","Or laid great bases for eternity,",or else great bases for were laid eternity by his hand to stand eternal,1.0,0.9858,0.1134
"Or laid he not great bases for eternity, wherein all things shall remain?","Or laid great bases for eternity,",or laid he not great bases for eternity wherein all things shall remain,1.0,1.0,0.1256
"For the sake of compound sweet, thou dost abandon the forgoing of simple savour most plain.","For compound sweet; forgoing simple savour,",the for sake compound of sweet thou abandon dost the forgoing of simple savour most plain,1.0,0.9214,0.1247
"Compound sweet doth thou pursue, forgoing thereby the simple savour that men once held dear, for such is thy choice.","For compound sweet; forgoing simple savour,",sweet compound doth forgoing thou pursue thereby the simple savour that men once held dear for such is thy choice,1.0,0.9783,0.1325
"In seeking for compound sweet, thou hast set aside and art forgoing the simple savour of ages past.","For compound sweet; forgoing simple savour,",in seeking compound for sweet thou hast set aside and art forgoing the simple savour of ages past,1.0,0.9846,0.1325
"Hence forth from this place, thou suborned informer! For thou art a true soul, yet fallen to base deception.","Hence, thou suborned informer! a true soul",hence forth from this place thou suborned for thou informer art a true soul yet fallen to base deception,1.0,0.9823,0.1248
"Thou suborned informer, begone! Away hence to thy shame, for a true soul such as thine hath been corrupted.","Hence, thou suborned informer! a true soul",suborned thou away begone hence to thy shame informer for a true soul such as thine hath been corrupted,1.0,0.9799,0.1445
"A true soul thou mayst have been, yet hence shalt thou go, thou suborned informer, for thy treachery is laid bare.","Hence, thou suborned informer! a true soul",a true soul thou mayst have been yet hence shalt thou go thou suborned informer for thy treachery is laid bare,1.0,1.0,0.148
"Dost thou hold within thy trembling hands Time's fickle glass, wherein his fickle hour doth manifest itself?","Dost hold Time's fickle glass, his fickle hour;",dost thou within hold thy hands fickle trembling times glass wherein his fickle hour doth manifest itself,1.0,0.9925,0.1283
"Hold fast, I say, to Time's most fickle glass, for in that hour—his fickle hour—dost thou perceive all truth.","Dost hold Time's fickle glass, his fickle hour;",hold fast i say to times most fickle glass for in that hourhis fickle hourdost thou perceive all truth,1.0,1.0,0.1262
"Thou dost hold Time's fickle glass aloft, and in his fickle hour, what secrets doth it reveal unto thee?","Dost hold Time's fickle glass, his fickle hour;",thou dost hold fickle times and glass aloft in his fickle hour what secrets doth it reveal unto thee,1.0,0.9937,0.1482
"Who hast by waning grown, and therein showest unto all the world thy strange and wondrous transformation","Who hast by waning grown, and therein showest",who hast by waning grown therein and showest unto all the world thy strange and wondrous transformation,1.0,0.9731,0.131
"Thou who by means of waning hast grown in stature, and dost therein showest forth thy paradoxical nature","Who hast by waning grown, and therein showest",thou who by means of waning hast in grown stature and dost therein showest forth thy paradoxical nature,1.0,0.9857,0.1293
"Who by the waning hast grown into what thou art, and therein showest plainly the marvel of thy becoming","Who hast by waning grown, and therein showest",who by the waning hast grown into what thou art and therein showest plainly the marvel of thy becoming,1.0,1.0,0.1392
"Her audit, though it hath been delayed, must yet be answered unto in full accounting.","Her audit (though delayed) answered must be,",her audit though it hath delayed been must yet be answered unto in full accounting,1.0,0.9981,0.1126
"Though her audit be delayed in coming, answered it must be, as all accounts must answer in the end.","Her audit (though delayed) answered must be,",though audit her in coming be delayed answered it must be as all accounts must answer in the end,1.0,0.976,0.131
"Delayed though her audit hath been, it must be answered for, and no account shall escape the reckoning.","Her audit (though delayed) answered must be,",delayed though audit her hath been it must be answered for and no account shall escape the reckoning,1.0,0.9867,0.1314
"For since each hand hath put on Nature's power, what mortal strength doth now possess the earth?","For since each hand hath put on Nature's power,",for since each hand hath put on natures power what mortal strength doth now possess the earth,1.0,1.0,0.1392
"Since each hand hath put on Nature's power, for this reason doth man's dominion grow most mighty.","For since each hand hath put on Nature's power,",since each hand hath put natures power on for this reason doth mans dominion grow most mighty,1.0,0.996,0.1333
"For each hand hath put on Nature's power since time immemorial, and thus doth all creation bow.","For since each hand hath put on Nature's power,",for each hand hath put natures power on since time immemorial and thus doth all creation bow,1.0,0.9921,0.1539
"Sweet beauty hath no name, no holy bower wherein to dwell, yet shineth forth in all creation.","Sweet beauty hath no name, no holy bower,",sweet beauty hath no name no holy bower wherein to dwell yet shineth forth in all creation,1.0,1.0,0.1424
"The sweet beauty that doth grace this earth hath no name bestowed upon it, no holy bower to call its own.","Sweet beauty hath no name, no holy bower,",the beauty sweet that doth grace this earth hath no name bestowed upon it no holy bower to call its own,1.0,0.9972,0.1568
"Hath not sweet beauty a name? Nay, it possesseth none; no holy bower claimeth it as sanctuary.","Sweet beauty hath no name, no holy bower,",hath beauty not a sweet name nay possesseth it none no holy bower claimeth it as sanctuary,1.0,0.9854,0.132
"Over whom do thy fingers walk with gentle gait, in tender progression across that which lies beneath.","over whom thy fingers walk with gentle gait,",whom over do thy fingers walk with gentle gait in tender progression across that which lies beneath,1.0,0.9833,0.1312
"Thy fingers, with gentle gait, do walk over whom thou dost encounter, in soft and measured step.","over whom thy fingers walk with gentle gait,",thy fingers gentle with gait do walk over whom thou dost encounter in soft and measured step,1.0,0.9949,0.1339
"Over whom thy delicate fingers walk, moving with gentle gait as though in careful perambulation.","over whom thy fingers walk with gentle gait,",whom over fingers thy walk moving delicate with gentle gait as though in careful perambulation,1.0,0.9776,0.126
"Mad art thou in thy pursuit, and even so mad in thy possession of the thing thou seekest.",Mad in pursuit and in possession so;,mad art in thou and even thy pursuit so mad in thy possession of the thing thou seekest,1.0,0.9813,0.1529
"In pursuit thou art mad, and in possession likewise so mad dost thou remain.",Mad in pursuit and in possession so;,pursuit in thou and art in mad possession likewise so mad dost thou remain,1.0,0.9502,0.1281
"So mad in pursuit thou art, and in possession of it thy madness doth continue even so.",Mad in pursuit and in possession so;,so mad pursuit in thou and art possession in of it thy madness doth continue even so,1.0,0.9599,0.1232
"Hath he that which he had, and having still more, yet in his quest doth he pursue to have extreme;","Had, having, and in quest, to have extreme;",hath he that which he had and having still more yet in his quest doth he pursue to have extreme,1.0,1.0,0.1526
"Had he possessed it once, and having it still in his grasp, yet in quest of more doth he strive to have extreme;","Had, having, and in quest, to have extreme;",had he possessed it once and having it still in his grasp yet in quest of more doth he strive to have extreme,1.0,1.0,0.1585
"In quest to have extreme, he had it erst, and having obtained it, yet doth he seek to have more extreme still;","Had, having, and in quest, to have extreme;",in quest to have extreme he had erst it and having obtained it yet doth he seek to have more extreme still,1.0,0.9967,0.1407
"Before thee lies a joy proposed, yet behind thee followeth but a dream.","Before, a joy proposed; behind a dream.",before thee lies a joy proposed behind yet thee followeth but a dream,1.0,0.9943,0.1273
"A joy proposed doth stand before, whilst behind there remaineth naught but a dream.","Before, a joy proposed; behind a dream.",a joy proposed doth stand before behind whilst there remaineth naught but a dream,1.0,0.997,0.1378
"Before us was a joy proposed; behind us, alas, but a dream.","Before, a joy proposed; behind a dream.",before us was a joy proposed behind us alas but a dream,1.0,1.0,0.1198
"Coral, that precious substance of the sea, is far more red in its hue than are her lips, which possess a red of lesser intensity.","Coral is far more red, than her lips red:",that coral precious substance of the sea is far more red in its hue than are her lips which possess a red of lesser intensity,1.0,0.9899,0.1487
"Her lips, though red they be, are not so red as coral is, for coral doth shine far more red than the red of her countenance.","Coral is far more red, than her lips red:",her lips though red they be are not so red as coral is for coral doth shine far more red than the red of her countenance,1.0,1.0,0.1601
"The red of coral is far more vivid and deep than the red that dwelleth upon her lips, for coral surpasseth her red by a great measure.","Coral is far more red, than her lips red:",the red of coral is far vivid more and deep than the red that dwelleth upon her lips for coral surpasseth her red by a great measure,1.0,0.9974,0.151
"I have beheld roses most fair, damasked with the commingling of red and white hues, and seen their beauty with mine own eyes.","I have seen roses damasked, red and white,",i roses have beheld most fair damasked with the commingling of red and white hues and seen their beauty with mine own eyes,1.0,0.9767,0.1639
"In my time have I seen roses damasked, their petals bearing both the crimson red and purest white, and witnessed their splendor.","I have seen roses damasked, red and white,",in my time have i roses seen damasked their petals bearing both the crimson red and purest white and witnessed their splendor,1.0,0.986,0.1381
"These roses damasked have I seen, adorned with red and white in such manner, and their loveliness hath been revealed unto me.","I have seen roses damasked, red and white,",damasked roses these have i adorned seen with red and white in such manner and their loveliness hath been revealed unto me,1.0,0.9886,0.151
"I do love to hear her speak, and yet well I know the truth of it.","I love to hear her speak, yet well I know",i do love to hear her and speak yet well i know the truth of it,1.0,0.9614,0.1583
"Well do I know, and yet I love to hear her speak most dearly.","I love to hear her speak, yet well I know",well do i know and yet i love to hear her speak most dearly,1.0,1.0,0.1549
"Yet well I know the matter, though I love to hear her speak so sweetly.","I love to hear her speak, yet well I know",yet well i know the matter though i love to hear her speak so sweetly,1.0,1.0,0.1609
"As any she who hath been belied with false compare, deceived by words of falsehood.",As any she belied with false compare.,as any she who hath belied been with false compare deceived by words of falsehood,1.0,0.9974,0.1219
"For any she belied by false compare doth suffer greatly, as one betrayed with untrue speech.",As any she belied with false compare.,for any she belied by false compare doth suffer greatly as one betrayed with untrue speech,1.0,1.0,0.1133
"As any she that is belied with false compare, so too art thou wronged by such deceitful utterances.",As any she belied with false compare.,as any she that is belied with false compare so too art thou wronged by such deceitful utterances,1.0,1.0,0.1473
"Thou art as tyrannous in thy nature as thou art in thy deeds, so consumed by thy despotic will.","Thou art as tyrannous, so as thou art,",thou art tyrannous as in nature thy as thou art in thy deeds so consumed by thy despotic will,1.0,0.9861,0.1446
"So tyrannous art thou, for as thou art in essence, thy very being doth manifest such cruelty.","Thou art as tyrannous, so as thou art,",tyrannous so art thou for as thou art in essence thy very being doth manifest such cruelty,1.0,0.989,0.1494
"Thou art so tyrannous, even as thou art thyself, a creature most consumed by tyranny in all thy ways.","Thou art as tyrannous, so as thou art,",thou art tyrannous even so as thou art thyself a creature most consumed by tyranny in all thy ways,1.0,0.9948,0.1575
"Thou art the most precious jewel, and fairest of all creatures beneath the heavens.",Thou art the fairest and most precious jewel.,thou art the precious jewel most and fairest of all creatures beneath the heavens,1.0,0.9957,0.1596
"The fairest and most precious jewel that ever did exist art thou, in truth.",Thou art the fairest and most precious jewel.,the fairest most and precious jewel that ever did exist art thou in truth,1.0,0.9947,0.1439
"Thou, who art most precious and fairest, shinest like the rarest jewel in all the realm.",Thou art the fairest and most precious jewel.,thou who art precious most and fairest shinest like the rarest jewel in all the realm,1.0,0.9985,0.1503
"Yet in good faith, I say that some do behold thee most clearly.","Yet, in good faith, some say that thee behold,",in yet good faith i say that some behold do thee most clearly,1.0,0.9488,0.1147
"Some say, in good faith, that they behold thee, and yet 'tis true.","Yet, in good faith, some say that thee behold,",some say in good faith that behold they thee and yet tis true,1.0,0.9703,0.1452
"In good faith, yet some there be that say they behold thee with their own eyes.","Yet, in good faith, some say that thee behold,",in good faith yet some there be that say they behold thee with their own eyes,1.0,1.0,0.1589
"Although I do swear it unto myself alone, and to no other soul whatsoever.",Although I swear it to myself alone.,i do swear unto it alone and although myself to no other soul whatsoever,1.0,0.9616,0.1282
"I swear it to myself alone, although such an oath be spoken only in mine own heart.",Although I swear it to myself alone.,i swear it to alone such an oath myself although be spoken only in mine own heart,1.0,0.9628,0.1327
"Alone do I swear it to myself, although this vow remaineth known to me alone.",Although I swear it to myself alone.,alone do i swear it to this vow myself although remaineth known to me alone,1.0,0.9848,0.1276
"And to be sure that it is not false, I do solemnly swear unto thee.","And to be sure that is not false I swear,",and to be sure that it is not false i do solemnly swear unto thee,1.0,1.0,0.2095
"To be sure, I swear most earnestly that is not false, and thereby do I pledge.","And to be sure that is not false I swear,",to be sure i swear most that is not earnestly false and thereby do i pledge,1.0,0.9856,0.1406
"And I swear to thee, to be sure, that what I say is not false, upon mine honour.","And to be sure that is not false I swear,",and i swear to thee to be sure that what i say is not false upon mine honour,1.0,1.0,0.1795
"In nothing art thou black, save only in thy deeds, wherein thy soul doth manifest its darkest nature.","In nothing art thou black save in thy deeds,",in nothing art thou only black in save thy deeds wherein thy soul doth manifest its darkest nature,1.0,0.9836,0.136
"Thou art not black in nothing, save that thy deeds alone do bear the blackness of thy heart, and in nothing else.","In nothing art thou black save in thy deeds,",thou art not black in nothing save that thy deeds alone do bear the blackness of thy heart and in nothing else,1.0,1.0,0.1595
"Save in thy deeds, thou art in nothing black; yet there thy blackness doth most grievously appear, and nowhere else art thou thus stained.","In nothing art thou black save in thy deeds,",in save thy deeds thou art in nothing black yet there thy blackness doth most grievously appear and nowhere else art thou thus stained,1.0,0.9956,0.1434
"Thy cruel eye hath taken me from myself, leaving me a hollow wraith bereft of mine own being.","Me from myself thy cruel eye hath taken,",thy cruel eye hath taken me from myself leaving me a hollow wraith bereft of mine own being,1.0,1.0,0.1538
"From myself hath thy cruel eye taken me away, as a thief doth steal that which is most precious.","Me from myself thy cruel eye hath taken,",from hath thy cruel taken eye me myself away as a thief doth steal that which is most precious,1.0,0.9803,0.1389
"Thy cruel eye, I say, hath taken me from myself, and in that theft hath robbed me of all that I was.","Me from myself thy cruel eye hath taken,",thy cruel eye i say hath taken me from myself and in that theft hath robbed me of all that i was,1.0,1.0,0.1617
"A torment, thrice three-fold in its cruelty, thus doth afflict thee to be crossed in all thy endeavours.",A torment thrice three-fold thus to be crossed:,a thrice in cruelty its afflict thus torment threefold doth thee to be crossed in all thy endeavours,1.0,0.9741,0.134
"Thus to be crossed by fate's cruel hand—a torment thrice three-fold, most grievous and unrelenting.",A torment thrice three-fold thus to be crossed:,thus to be crossed by cruel handa fates torment thrice threefold most grievous and unrelenting,1.0,0.9934,0.1452
"To be crossed in such manner is verily a torment thrice three-fold, and thus doth thy suffering multiply beyond measure.",A torment thrice three-fold thus to be crossed:,to be in manner crossed verily such a is torment thrice threefold and thus doth thy suffering multiply beyond measure,1.0,0.9693,0.1373
"So now do I have confessed unto thee that he is thine own, and thus the truth stands bare before thee.","So, now I have confessed that he is thine,",so now do i confessed have unto thee that he is thine own and thus the truth stands bare before thee,1.0,0.995,0.1534
"Now, therefore, have I confessed, and so it is that he doth belong to thee, and to none other is he thine.","So, now I have confessed that he is thine,",now have and i confessed so it is therefore that he doth belong to thee and to none other is he thine,1.0,0.9759,0.1676
"Thus have I now confessed it plainly, so that he is forever thine, and so the matter stands resolved betwixt us.","So, now I have confessed that he is thine,",thus have i now confessed it plainly so that he is forever thine and so the matter stands resolved betwixt us,1.0,1.0,0.1494
"Thou wilt restore thyself to be my comfort still, as ever thou hast been.",Thou wilt restore to be my comfort still:,thou wilt restore to be my comfort thyself still as ever thou hast been,1.0,0.986,0.1442
"To be my comfort still, thou wilt restore what once was lost to me.",Thou wilt restore to be my comfort still:,to be my comfort still thou wilt restore what once was lost to me,1.0,1.0,0.1679
"Thou wilt restore all that is needful to be my comfort, and shall remain so still.",Thou wilt restore to be my comfort still:,thou wilt restore all that is needful to be my comfort and shall remain so still,1.0,1.0,0.1547
"For thou art covetous in thy nature, whilst he is kind and generous in his heart.","For thou art covetous, and he is kind;",for thou covetous art in nature thy whilst he is kind and generous in his heart,1.0,0.9758,0.1539
"Thou art covetous, and he is kind—such contrary dispositions doth they possess, for the one seeketh wealth and the other giveth freely.","For thou art covetous, and he is kind;",covetous thou and art he is kindsuch dispositions contrary doth they possess for the one seeketh wealth and the other giveth freely,1.0,0.9883,0.1426
